"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"10/03/2021";"1800";"30,2";"35,0";"899,3";"3,1";"90,0";"3,8";"";"";"";""
"11/03/2021";"0000";"23,1";"58,0";"901,3";"2,1";"140,0";"0,0";"8,20";"30,0";"";""
"11/03/2021";"1200";"21,8";"78,0";"904,6";"3,1";"140,0";"8,8";"";"";"20,0";"0,0"
"11/03/2021";"1800";"29,6";"42,0";"900,5";"3,1";"140,0";"3,8";"";"";"";""
"12/03/2021";"0000";"23,4";"61,0";"902,7";"2,1";"140,0";"0,0";"10,50";"30,9";"";""
"12/03/2021";"1200";"21,4";"72,0";"904,7";"5,1";"140,0";"7,5";"";"";"18,5";"0,0"
"12/03/2021";"1800";"29,8";"31,0";"901,0";"2,1";"140,0";"2,5";"";"";"";""
"13/03/2021";"0000";"23,0";"62,0";"902,6";"";"";"0,0";"11,40";"30,4";"";""
"13/03/2021";"1200";"22,2";"63,0";"904,2";"3,1";"140,0";"0,0";"";"";"17,7";"0,0"
"13/03/2021";"1800";"29,8";"29,0";"901,6";"3,1";"140,0";"1,3";"";"";"";""
"14/03/2021";"0000";"22,8";"65,0";"903,2";"0,0";"0,0";"0,0";"9,00";"29,2";"";""
"14/03/2021";"1200";"21,4";"72,0";"905,3";"3,1";"140,0";"7,5";"";"";"18,5";"0,0"
"14/03/2021";"1800";"28,8";"38,0";"902,0";"3,1";"140,0";"6,3";"";"";"";""
"15/03/2021";"0000";"23,4";"58,0";"902,8";"2,1";"140,0";"3,8";"10,70";"29,0";"";""
"15/03/2021";"1200";"21,9";"63,0";"905,4";"2,1";"140,0";"5,0";"";"";"16,3";"0,0"
"15/03/2021";"1800";"28,4";"41,0";"901,7";"4,1";"140,0";"5,0";"";"";"";""
"16/03/2021";"0000";"22,2";"61,0";"902,3";"1,0";"140,0";"0,0";"9,70";"30,0";"";""
"16/03/2021";"1200";"22,4";"65,0";"904,7";"5,1";"140,0";"5,0";"";"";"17,6";"0,0"
"16/03/2021";"1800";"29,1";"39,0";"901,3";"4,1";"140,0";"5,0";"";"";"";""
"17/03/2021";"0000";"22,7";"58,0";"901,9";"2,1";"140,0";"0,0";"9,50";"29,0";"";""
"17/03/2021";"1200";"20,9";"76,0";"903,5";"4,1";"140,0";"7,5";"";"";"18,5";"0,0"
